created_local,updated_local,slot_id
2019-09-11T08:27:42.000000,2019-09-17T09:34:45.000000,10
2019-09-17T15:03:20.000000,2019-09-17T17:48:47.000000,10
2019-09-19T11:12:25.000000,2019-09-19T18:25:00.000000,10
2019-09-20T12:57:43.000000,2019-09-21T17:29:21.000000,10
2019-09-23T09:23:01.000000,2019-09-23T15:14:56.000000,10
2019-09-25T19:47:02.000000,2019-09-28T10:16:15.000000,10
2019-09-28T10:36:50.000000,2019-09-29T11:18:15.000000,10
2019-09-29T11:58:58.000000,2019-09-29T14:03:52.000000,10
2019-09-30T09:00:46.000000,2019-09-30T11:56:47.000000,10
2019-09-30T16:23:23.000000,2019-09-30T19:45:51.000000,10
2019-10-10T08:37:27.000000,2019-10-12T14:44:11.000000,10
2019-10-13T10:42:40.000000,2019-10-13T11:46:43.000000,10
2019-10-13T13:07:51.000000,2019-10-16T10:42:24.000000,10
2019-10-17T14:08:22.000000,2019-10-18T09:22:58.000000,10
2019-10-18T20:18:03.000000,2019-10-19T09:15:17.000000,10
2019-10-20T09:29:30.000000,2019-10-20T15:02:07.000000,10
2019-10-24T08:34:18.000000,2019-10-27T14:58:48.000000,10
2019-10-27T15:39:21.000000,2019-11-01T09:17:02.000000,10
2019-11-02T14:25:15.000000,2019-11-02T15:37:35.000000,10
2019-11-03T12:32:58.000000,2019-11-04T18:25:40.000000,10
2019-11-05T10:46:32.000000,2019-11-05T17:16:44.000000,10
2019-11-08T09:05:05.000000,2019-11-09T13:45:41.000000,10
2019-11-11T19:41:57.000000,2019-11-15T14:06:52.000000,10
2019-11-16T08:47:01.000000,2019-11-16T17:29:03.000000,10
2019-11-16T18:12:25.000000,2019-11-17T15:03:38.000000,10
2019-11-18T09:27:57.000000,2019-11-18T17:54:31.000000,10
2019-11-18T20:29:14.000000,2019-11-23T16:40:49.000000,10
2019-11-24T10:23:38.000000,2019-11-24T13:45:08.000000,10
2019-11-24T15:19:55.000000,2019-11-25T12:14:19.000000,10
2019-11-26T08:30:19.000000,2019-11-28T20:46:54.000000,10
2019-11-29T07:56:10.000000,2019-11-29T13:55:50.000000,10
2019-11-30T10:43:59.000000,2019-12-02T13:28:26.000000,10
2019-12-03T09:10:40.000000,2019-12-03T13:57:00.000000,10
2019-12-03T20:00:02.000000,2019-12-06T17:30:33.000000,10
2019-12-06T17:41:27.000000,2019-12-09T13:42:27.000000,10
2019-12-09T15:36:19.000000,2019-12-09T17:20:32.000000,10
2019-12-09T19:54:28.000000,2019-12-10T14:20:32.000000,10
2019-12-10T16:58:48.000000,2019-12-12T12:08:06.000000,10
2019-12-12T12:50:25.000000,2019-12-12T17:46:32.000000,10
2019-12-12T19:02:09.000000,2019-12-15T12:22:20.000000,10
2019-12-15T12:34:33.000000,2019-12-16T16:26:46.000000,10
2019-12-16T16:56:39.000000,2019-12-18T12:44:12.000000,10
2019-12-18T13:30:20.000000,2019-12-18T15:57:56.000000,10
2019-12-18T20:02:22.000000,2019-12-19T16:32:18.000000,10
2019-12-19T18:30:09.000000,2019-12-20T13:31:08.000000,10
2019-12-20T14:15:12.000000,2019-12-20T15:33:28.000000,10
2019-12-21T09:44:39.000000,2019-12-23T20:32:50.000000,10
2020-01-07T09:41:03.000000,2020-01-12T12:16:56.000000,10
2020-01-22T08:21:28.000000,2020-01-22T17:34:46.000000,10
2020-01-23T08:14:14.000000,2020-01-25T13:39:50.000000,10
2020-01-28T08:46:08.000000,2020-01-28T17:56:02.000000,10
2020-01-28T18:38:00.000000,2020-01-29T12:45:09.000000,10
2020-01-30T09:08:18.000000,2020-01-31T15:31:58.000000,10
2020-01-31T17:47:05.000000,2020-02-01T13:11:49.000000,10
2020-02-03T08:32:32.000000,2020-02-08T09:55:52.000000,10
2020-02-08T11:00:49.000000,2020-02-08T12:38:01.000000,10
2020-02-10T11:42:00.000000,2020-02-15T09:43:03.000000,10
2020-02-18T09:57:07.000000,2020-02-22T15:42:55.000000,10
2020-02-23T09:57:18.000000,2020-02-23T14:34:27.000000,10
2020-02-27T09:22:13.000000,2020-02-28T15:14:49.000000,10
2020-02-28T20:44:38.000000,2020-02-29T09:46:27.000000,10
2020-03-02T13:48:50.000000,2020-03-03T13:24:35.000000,10
2020-03-04T08:33:26.000000,2020-03-10T11:00:04.000000,10
2020-03-18T12:52:08.000000,2020-03-19T12:54:08.000000,10
2020-03-19T17:43:50.000000,2020-03-20T13:05:50.000000,10
2020-03-20T17:37:40.000000,2020-03-24T17:55:55.000000,10
2020-03-25T08:27:56.000000,2020-03-25T16:52:31.000000,10
2020-03-26T09:41:30.000000,2020-03-26T12:41:16.000000,10
2020-03-31T12:28:56.000000,2020-04-02T12:51:49.000000,10
2020-04-02T15:58:31.000000,2020-04-02T16:44:59.000000,10
2019-09-10T10:44:05.000000,2019-09-10T10:49:05.000000,15
2019-09-13T20:50:31.000000,2019-09-14T08:14:49.000000,15
2019-09-17T19:55:29.000000,2019-09-21T09:30:39.000000,15
2019-09-24T20:15:48.000000,2019-09-25T14:13:18.000000,15
2019-09-27T14:49:34.000000,2019-09-28T12:54:51.000000,15
2019-09-29T15:44:31.000000,2019-09-29T17:36:01.000000,15
2019-09-30T09:00:12.000000,2019-09-30T17:57:42.000000,15
2019-10-01T11:01:00.000000,2019-10-02T11:39:18.000000,15
2019-10-02T12:27:56.000000,2019-10-02T19:25:26.000000,15
2019-10-06T14:15:47.000000,2019-10-07T09:32:10.000000,15
2019-10-07T09:37:04.000000,2019-10-07T17:27:41.000000,15
2019-10-07T19:24:32.000000,2019-10-09T16:13:16.000000,15
2019-10-12T12:21:08.000000,2019-10-12T15:31:34.000000,15
2019-10-18T19:05:28.000000,2019-10-22T16:55:51.000000,15
2019-10-22T17:03:49.000000,2019-10-22T19:02:59.000000,15
2019-10-23T14:43:38.000000,2019-10-24T18:41:54.000000,15
2019-10-27T10:47:53.000000,2019-10-27T16:29:02.000000,15
2019-10-28T08:21:02.000000,2019-10-28T15:57:05.000000,15
2019-10-28T20:43:28.000000,2019-10-29T14:00:10.000000,15
2019-10-31T08:30:23.000000,2019-11-01T12:13:06.000000,15
2019-11-02T11:29:22.000000,2019-11-03T09:11:08.000000,15
2019-11-12T08:42:22.000000,2019-11-12T19:07:50.000000,15
2019-11-12T19:50:49.000000,2019-11-13T13:27:25.000000,15
2019-11-13T18:27:52.000000,2019-11-14T12:30:48.000000,15
2019-11-15T12:17:40.000000,2019-11-15T18:44:31.000000,15
2019-11-18T16:25:16.000000,2019-11-19T14:08:46.000000,15
2019-11-21T09:23:49.000000,2019-11-22T09:35:19.000000,15
2019-11-22T17:44:40.000000,2019-11-29T09:44:28.000000,15
2019-11-29T10:31:31.000000,2019-11-30T15:41:32.000000,15
2019-11-30T16:23:13.000000,2019-12-01T10:05:40.000000,15
2019-12-01T10:19:37.000000,2019-12-01T15:23:43.000000,15
2019-12-01T17:46:13.000000,2019-12-02T11:02:42.000000,15
2019-12-03T19:22:39.000000,2019-12-04T16:58:25.000000,15
2019-12-04T20:33:25.000000,2019-12-05T18:16:24.000000,15
2019-12-06T14:36:21.000000,2019-12-06T19:32:27.000000,15
2019-12-07T09:07:23.000000,2019-12-12T16:51:34.000000,15
2020-01-03T18:47:55.000000,2020-01-05T12:44:42.000000,15
2020-01-06T16:42:38.000000,2020-01-07T14:48:00.000000,15
2020-01-07T17:37:48.000000,2020-01-09T12:31:10.000000,15
2020-01-13T09:49:46.000000,2020-01-13T17:20:40.000000,15
2020-01-13T17:46:56.000000,2020-01-14T20:12:21.000000,15
2020-01-16T08:20:00.000000,2020-01-16T17:38:22.000000,15
2020-01-17T08:27:32.000000,2020-01-17T18:14:55.000000,15
2020-01-21T09:53:51.000000,2020-01-22T08:15:26.000000,15
2020-01-22T14:46:57.000000,2020-01-22T16:03:28.000000,15
2020-01-24T08:45:27.000000,2020-01-24T16:15:00.000000,15
2020-01-26T09:56:36.000000,2020-01-27T15:06:21.000000,15
2020-01-28T15:53:00.000000,2020-01-29T10:46:05.000000,15
2020-02-01T08:18:36.000000,2020-02-10T16:46:33.000000,15
2020-02-14T11:58:54.000000,2020-02-14T18:19:36.000000,15
2020-02-21T12:15:52.000000,2020-02-21T12:53:25.000000,15
2020-02-27T09:56:55.000000,2020-03-02T16:18:25.000000,15
2020-03-04T13:40:14.000000,2020-03-05T14:07:51.000000,15
2020-03-21T10:01:03.000000,2020-03-21T15:28:12.000000,15
2020-03-22T10:20:19.000000,2020-03-23T13:57:20.000000,15
2020-03-24T10:38:41.000000,2020-03-24T15:07:26.000000,15
2020-03-25T08:28:35.000000,2020-03-25T17:38:51.000000,15
2019-09-09T16:35:03.000000,2019-09-09T16:36:48.000000,22
2019-09-09T16:37:28.000000,2019-09-09T16:37:28.000000,22
2019-09-09T18:28:54.000000,2019-09-09T18:30:35.000000,22
2019-09-11T12:22:46.000000,2019-09-11T18:04:21.000000,22
2019-09-15T15:38:04.000000,2019-09-16T11:16:49.000000,22
2019-09-16T15:28:35.000000,2019-09-17T14:12:25.000000,22
2019-09-18T09:20:14.000000,2019-09-25T13:54:05.000000,22
2019-09-25T16:25:05.000000,2019-10-03T11:16:43.000000,22
2019-10-03T13:55:28.000000,2019-10-05T10:06:19.000000,22
2019-10-10T09:41:52.000000,2019-10-10T16:54:56.000000,22
2019-10-11T08:22:41.000000,2019-10-11T14:32:09.000000,22
2019-10-18T08:43:08.000000,2019-10-22T11:57:47.000000,22
2019-10-22T17:02:41.000000,2019-10-26T12:14:14.000000,22
2019-10-26T16:50:31.000000,2019-10-26T18:37:16.000000,22
2019-10-27T10:43:06.000000,2019-10-29T14:36:52.000000,22
2019-10-30T10:09:36.000000,2019-10-30T12:14:32.000000,22
2019-10-31T08:28:03.000000,2019-10-31T12:54:01.000000,22
2019-10-31T14:15:51.000000,2019-10-31T16:02:48.000000,22
2019-11-01T09:07:27.000000,2019-11-01T11:18:21.000000,22
2019-11-01T15:20:43.000000,2019-11-01T18:48:13.000000,22
2019-11-08T09:52:58.000000,2019-11-08T10:38:17.000000,22
2019-11-08T13:09:23.000000,2019-11-08T14:12:28.000000,22
2019-11-09T08:41:44.000000,2019-11-11T15:49:22.000000,22
2019-11-11T17:55:30.000000,2019-11-12T18:22:40.000000,22
2019-11-13T09:39:08.000000,2019-11-13T18:17:20.000000,22
2019-11-13T20:35:11.000000,2019-11-14T13:47:20.000000,22
2019-11-14T15:20:55.000000,2019-11-16T15:47:46.000000,22
2019-11-17T11:09:21.000000,2019-11-18T15:31:50.000000,22
2019-11-18T16:25:59.000000,2019-11-19T16:33:19.000000,22
2019-11-19T16:35:40.000000,2019-11-19T19:13:08.000000,22
2019-11-19T19:55:00.000000,2019-11-20T16:17:39.000000,22
2019-11-20T20:15:21.000000,2019-12-02T11:44:25.000000,22
2019-12-03T09:09:54.000000,2019-12-03T13:01:12.000000,22
2019-12-03T14:15:38.000000,2019-12-04T14:34:34.000000,22
2019-12-04T18:56:48.000000,2019-12-10T12:26:55.000000,22
2019-12-10T14:37:40.000000,2019-12-10T17:02:11.000000,22
2019-12-13T09:20:32.000000,2019-12-16T17:17:01.000000,22
2019-12-16T18:43:28.000000,2019-12-17T19:40:36.000000,22
2019-12-18T08:22:40.000000,2019-12-23T11:40:55.000000,22
2020-01-04T08:21:43.000000,2020-01-05T10:55:46.000000,22
2020-01-05T13:09:06.000000,2020-01-05T14:39:23.000000,22
2020-01-06T09:10:28.000000,2020-01-09T14:51:25.000000,22
2020-01-09T18:04:44.000000,2020-01-14T15:43:45.000000,22
2020-01-27T16:39:01.000000,2020-01-28T09:49:23.000000,22
2020-01-28T16:38:15.000000,2020-01-30T12:59:16.000000,22
2020-01-31T20:25:45.000000,2020-02-01T09:49:57.000000,22
2020-02-01T12:13:56.000000,2020-02-01T12:41:55.000000,22
2020-02-02T09:09:24.000000,2020-02-03T13:51:06.000000,22
2020-02-04T17:37:03.000000,2020-02-05T09:34:35.000000,22
2020-02-05T18:21:07.000000,2020-02-14T15:19:58.000000,22
2020-02-14T16:19:38.000000,2020-02-16T15:10:20.000000,22
2020-02-18T08:57:21.000000,2020-02-19T16:24:18.000000,22
2020-02-19T18:47:01.000000,2020-02-19T20:10:22.000000,22
2020-02-20T09:32:01.000000,2020-02-20T10:07:14.000000,22
2020-02-20T17:00:55.000000,2020-02-26T11:50:35.000000,22
2020-02-26T19:36:53.000000,2020-02-28T19:14:08.000000,22
2020-02-28T19:37:50.000000,2020-02-29T12:42:34.000000,22
2020-03-01T09:55:17.000000,2020-03-02T16:04:57.000000,22
2020-03-03T09:32:54.000000,2020-03-03T18:20:37.000000,22
2020-03-04T09:37:16.000000,2020-03-08T11:03:37.000000,22
2020-03-20T09:20:21.000000,2020-03-22T10:25:12.000000,22
2020-03-22T17:24:10.000000,2020-03-23T08:40:07.000000,22
2020-03-23T09:28:49.000000,2020-03-23T12:46:55.000000,22
2020-03-23T15:32:45.000000,2020-03-24T13:32:46.000000,22
2020-03-24T15:12:46.000000,2020-03-27T10:53:55.000000,22
2020-03-31T17:18:59.000000,2020-04-01T12:55:24.000000,22
2020-04-02T08:42:45.000000,2020-04-02T16:43:11.000000,22
